smiles,affinity_nM,pAff,affinity_type,uniprot_id,target_name,organism,ligand_name,ligand_id,pmid,scaffold
OB(O)CCc1ccccc1,29800.0,4.525783735923745,Ki,P62593,Beta-lactamase TEM,,"(2-phenylethyl)boranediol::Alkylboronic Acid, 21",26142,,c1ccccc1
CC1(C)S[C@@H]2[C@H](CO)C(=O)N2[C@H]1C([O-])=O,31000.0,4.508638306165727,IC50,P62593,Beta-lactamase TEM,,"CHEMBL265722::Sodium; (2S,5R,6R)-6-hydroxymethyl-3,3-dimethyl-7-oxo-4-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylate",50076675,10230626.0,O=C1CC2SCCN12
C\C=C1/[C@@H]2C3CSCCC3=C(N2C1=O)C([O-])=O,32000.0,4.494850021680094,IC50,P62593,Beta-lactamase TEM,,"CHEMBL175015::Sodium; (S)-2-eth-(E)-ylidene-1-oxo-2,2a,2b,3,5,6-hexahydro-1H-4-thia-7a-aza-cyclobuta[a]indene-7-carboxylate",50112051,11959006.0,C=C1C(=O)N2C=C3CCSCC3C12
C[C@H](CS)C(=O)N[C@H](Cc1coc2ccccc12)B(O)O,32700.0,4.485452247339714,Ki,P62593,Beta-lactamase TEM,,CHEMBL4460127,50518891,31269398.0,c1ccc2occc2c1
OC(=O)c1ccc(cc1CS)-c1ccc(F)cc1,32800.0,4.484126156288321,IC50,P62593,Beta-lactamase TEM,,CHEMBL4065946,50247459,29271657.0,c1ccc(-c2ccccc2)cc1
OB(O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CS)N1C(=O)c2ccccc2C1=O,32820.0,4.483861423282925,Ki,P62593,Beta-lactamase TEM,,CHEMBL4471673,50518886,31269398.0,O=C(CN1C(=O)c2ccccc2C1=O)NCCc1ccccc1
OB1OC(c2ccccc12)c1ccc(cc1)N1CCCCC1,32960.0,4.482012796974922,IC50,P62593,Beta-lactamase TEM,,CHEMBL4861373,50569217,33744439.0,B1OC(c2ccc(N3CCCCC3)cc2)c2ccccc21
OB(O)[C@@H](Cc1coc2ccccc12)NC(=O)CCS,35740.0,4.446845451830375,Ki,P62593,Beta-lactamase TEM,,CHEMBL4455145,50518881,31269398.0,c1ccc2occc2c1
CCC(=O)NCB(O)O,36260.0,4.44057220024051,Ki,P62593,Beta-lactamase TEM,,CHEMBL4588584,50518884,31269398.0,
CNc1ccc(cc1)C1OB(O)c2cccc(F)c12,37870.0,4.421704694879174,IC50,P62593,Beta-lactamase TEM,,CHEMBL4849046,50569219,33744439.0,B1OC(c2ccccc2)c2ccccc21
C\C=C1/[C@@H]2C3CCCCC3=C(N2C1=O)C([O-])=O,39000.0,4.4089353929735005,IC50,P62593,Beta-lactamase TEM,,"CHEMBL368418::Sodium; (S)-1-eth-(E)-ylidene-2-oxo-1,2,5,6,7,8,8a,8b-octahydro-azeto[2,1-a]isoindole-4-carboxylate",50112048,11959006.0,C=C1C(=O)N2C=C3CCCCC3C12
OC(=O)c1ccc2C(F)CC3CC(=O)N3c2c1,39000.0,4.4089353929735005,Ki,P62593,Beta-lactamase TEM,,"4-Fluoro-1-oxo-2,2a,3,4-tetrahydro-1H-azeto[1,2-a]quinoline-7-carboxylic acid::CHEMBL125658",50022789,3257523.0,O=C1CC2CCc3ccccc3N12
Cc1ccc(cc1N1CC(Br)C1=O)C(O)=O,40000.0,4.3979400086720375,Ki,P62593,Beta-lactamase TEM,,3-(3-Bromo-2-oxo-azetidin-1-yl)-4-methyl-benzoic acid::CHEMBL338512,50022794,3257523.0,O=C1CCN1c1ccccc1
C[C@H](CS)C(=O)NCB(O)O,40970.0,4.3875340360468575,Ki,P62593,Beta-lactamase TEM,,CHEMBL4450628,50518897,31269398.0,
OB(O)CCc1ccc(Cl)cc1,41000.0,4.3872161432802645,Ki,P62593,Beta-lactamase TEM,,2-(4Chlorophenyl)ethyl boronic acid::Boronic acid derivative::CHEMBL21447,50282562,,c1ccccc1
OB(O)CCc1ccc(cc1)C(F)(F)F,43000.0,4.366531544420414,Ki,P62593,Beta-lactamase TEM,,2-(4-Trifluoromethylphenyl)ethyl boronic acid::CHEMBL20560,50282569,,c1ccccc1
OB(O)CCc1ccc2ccccc2c1,44000.0,4.356547323513812,Ki,P62593,Beta-lactamase TEM,,2-(2-Naphthyl)ethyl boronic acid::Boronic acid derivative::CHEMBL21848,50282563,,c1ccc2ccccc2c1
C[C@@H](O)[C@@H]1[C@@H]2N([C@@H](C([O-])=O)C(C)(C)S2(=O)=O)C1=O,47900.0,4.319664486585436,IC50,P62593,Beta-lactamase TEM,,"CHEMBL177912::Sodium; (2S,5R,6S)-6-((R)-1-hydroxy-ethyl)-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylate",50076677,10230626.0,O=C1CC2N1CCS2(=O)=O
OB(O)CCc1ccc(cc1)C(O)=O,49000.0,4.309803919971486,Ki,P62593,Beta-lactamase TEM,,2-(4-Carboxyphenyl)ethyI boronic acid::CHEMBL21123,50282561,,c1ccccc1
OC(=O)c1ccc2C(Cl)CC3CC(=O)N3c2c1,50000.0,4.301029995663981,Ki,P62593,Beta-lactamase TEM,,"4-Chloro-1-oxo-2,2a,3,4-tetrahydro-1H-azeto[1,2-a]quinoline-7-carboxylic acid::CHEMBL122500",50022792,3257523.0,O=C1CC2CCc3ccccc3N12
COc1cccc(CCB(O)O)c1,50000.0,4.301029995663981,Ki,P62593,Beta-lactamase TEM,,2-(3-Methoxyphenyl)ethyl boronic acid::CHEMBL281783,50282575,,c1ccccc1
C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C([O-])=O)C(C)(C)C,50000.0,4.301029995663981,IC50,P62593,Beta-lactamase TEM,,"CHEMBL69141::Potassium; (5R,6S)-3-tert-butyl-6-((R)-1-hydroxy-ethyl)-7-oxo-4-thia-1-aza-bicyclo[3.2.0]hept-2-ene-2-carboxylate",50290039,,O=C1CC2SC=CN12
CC1(C)[C@@H](N2[C@@H]([C@@H](CS)C2=O)S1(=O)=O)C(O)=O,51700.0,4.286509456906058,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6R)-6-Mercaptomethyl-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL24235",50140668,14980686.0,O=C1CC2N1CCS2(=O)=O
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31,55900.0,4.252588192113577,IC50,P62593,Beta-lactamase TEM,,CHEBI:31638::Faslodex::Fulvestrant::ICI-182780::ZD-9238,50238741,31589047.0,c1ccc2c(c1)CCC1C2CCC2CCCC21
Cc1ccc(CCB(O)O)cc1,58000.0,4.236572006437063,Ki,P62593,Beta-lactamase TEM,,2-(4-Methylphenyl)ethyl boronic acid::CHEMBL20678,50282570,,c1ccccc1
OB(O)c1cccc(NS(=O)(=O)c2cc(cs2)S(=O)(=O)c2ccccc2)c1,58100.0,4.235823867609669,Ki,P62593,Beta-lactamase TEM,,"3-(4-BENZENESULFONYL-THIOPHENE-2-SULFONYLAMINO)-PHENYLBORONIC ACID::4-Benzenesulfonyl-thiophene-2-sulfonic acid (3-dihydroxyboranyl-phenyl)-amide::Amide and sulfonamide derivatives, 2::Aza-boronic acid derivative::CHEMBL113381",50115616,11410378.0,O=S(=O)(Nc1ccccc1)c1cc(S(=O)(=O)c2ccccc2)cs1
CC1(C)S[C@@H]2[C@@H](CO)C(=O)N2[C@H]1C([O-])=O,59000.0,4.229147988357856,IC50,P62593,Beta-lactamase TEM,,"CHEMBL177463::Sodium; (2S,5R,6S)-6-hydroxymethyl-3,3-dimethyl-7-oxo-4-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylate",50076676,10230626.0,O=C1CC2SCCN12
Cc1ccc(cc1N1CC(F)(Br)C1=O)C(O)=O,60000.0,4.221848749616356,Ki,P62593,Beta-lactamase TEM,,3-(3-Bromo-3-fluoro-2-oxo-azetidin-1-yl)-4-methyl-benzoic acid::CHEMBL125652,50022795,3257523.0,O=C1CCN1c1ccccc1
C[C@H](CS)C(=O)N[C@@H](B(O)O)c1ccc(F)cc1,67940.0,4.167874457465991,Ki,P62593,Beta-lactamase TEM,,CHEMBL4545947,50518893,31269398.0,c1ccccc1
C[C@H](CS)C(=O)N[C@@H](B(O)O)c1ccccc1,68590.0,4.163739197141513,Ki,P62593,Beta-lactamase TEM,,CHEMBL4517893,50518896,31269398.0,c1ccccc1
CC1(C)[C@@H](N2[C@@H]([C@@H](S)C2=O)S1(=O)=O)C(O)=O,69200.0,4.1598939055432425,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6S)-6-Mercapto-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL26275",50140669,14980686.0,O=C1CC2N1CCS2(=O)=O
CC(C)C[C@@H](NC(=O)[C@H](C)CS)B(O)O,70550.0,4.151502981909633,Ki,P62593,Beta-lactamase TEM,,CHEMBL4546207,50518877,31269398.0,
COc1ccc(C[C@@H](NC(=O)[C@H](C)CS)B(O)O)cc1,80720.0,4.093018846771146,Ki,P62593,Beta-lactamase TEM,,CHEMBL4543432,50518908,31269398.0,c1ccccc1
Cc1ccc(cc1N1CC(F)(F)C1=O)C(O)=O,83000.0,4.080921907623926,Ki,P62593,Beta-lactamase TEM,,"3-(3,3-Difluoro-2-oxo-azetidin-1-yl)-4-methyl-benzoic acid::CHEMBL338243",50022793,3257523.0,O=C1CCN1c1ccccc1
OB(O)c1cccc(Br)c1,83000.0,4.080921907623926,Ki,P62593,Beta-lactamase TEM,,3-Bromophenyl boronic acid::CHEMBL278140,50282571,,c1ccccc1
Cc1cccc(CCB(O)O)c1,83000.0,4.080921907623926,Ki,P62593,Beta-lactamase TEM,,2-(3-Methylphenyl)ethyl boronic acid::CHEMBL281606,50282566,,c1ccccc1
OB1OC(c2ccccc12)c1c[nH]c2ccc(F)cc12,88830.0,4.051440337891038,IC50,P62593,Beta-lactamase TEM,,CHEMBL4861951,50569207,33744439.0,B1OC(c2c[nH]c3ccccc23)c2ccccc21
C[C@@H](O)[C@@H]1[C@@H]2N(C1=O)C(C([O-])=O)=C(S2=O)C(C)(C)C,90000.0,4.045757490560675,IC50,P62593,Beta-lactamase TEM,,"CHEMBL419441::Potassium; (5R,6S)-3-tert-butyl-6-((R)-1-hydroxy-ethyl)-4,7-dioxo-4lambda*4*-thia-1-aza-bicyclo[3.2.0]hept-2-ene-2-carboxylate",50290038,,O=C1CC2N1C=CS2=O
OB(O)c1ccc(Cl)cc1Cl,94000.0,4.026872146400302,Ki,P62593,Beta-lactamase TEM,,"2,4-Dichlorophenyl boronic acid::2,4-dichloro benzene boronic acid::Boronic acid derivative::CHEMBL20726",50282564,,c1ccccc1
C\C=C1/[C@H]2C3CSCCC3=C(N2C1=O)C([O-])=O,100000.0,4.0,IC50,P62593,Beta-lactamase TEM,,"CHEMBL176949::Sodium; (R)-2-eth-(E)-ylidene-1-oxo-2,2a,2b,3,5,6-hexahydro-1H-4-thia-7a-aza-cyclobuta[a]indene-7-carboxylate",50112047,11959006.0,C=C1C(=O)N2C=C3CCSCC3C12
CCCC(=O)NCB(O)O,100280.0,3.998785674713821,Ki,P62593,Beta-lactamase TEM,,CHEMBL4577981,50518883,31269398.0,
OB(O)CCc1cccc2ccccc12,101000.0,3.9956786262173574,Ki,P62593,Beta-lactamase TEM,,2-(1-Naphthyl)ethyl boronic acid::CHEMBL20434,50282574,,c1ccc2ccccc2c1
OB(O)CCc1ccccc1Cl,106000.0,3.9746941347352296,Ki,P62593,Beta-lactamase TEM,,2-(2-Chlorophenyl)ethyl boronic acid::CHEMBL279974,50282565,,c1ccccc1
OB(O)[C@H](Cc1ccccc1)NC(=O)C(CS)Cc1ccccc1,114070.0,3.942828558452734,Ki,P62593,Beta-lactamase TEM,,CHEMBL4451026,50518885,31269398.0,O=C(CCc1ccccc1)NCCc1ccccc1
CCCC(CO)=C1O[C@@H]2CC(=O)N2C1C([O-])=O,118403.0,3.92663729366935,IC50,P62593,Beta-lactamase TEM,,"US9120808, Example 55",178212,,C=C1CN2C(=O)CC2O1
C\C=C1/[C@H]2C3CCCCC3=C(N2C1=O)C([O-])=O,120000.0,3.9208187539523753,IC50,P62593,Beta-lactamase TEM,,"CHEMBL174970::Sodium; (R)-1-eth-(E)-ylidene-2-oxo-1,2,5,6,7,8,8a,8b-octahydro-azeto[2,1-a]isoindole-4-carboxylate",50112049,11959006.0,C=C1C(=O)N2C=C3CCCCC3C12
O[B-](=[OH+])c1cccc(c1)[N+]([O-])=O,121000.0,3.9172146296835497,Ki,P62593,Beta-lactamase TEM,,3-NITROPHENYLBORONIC ACID::3-Nitro-phenyl-1-dihydroxyborane::3-Nitrophenyl boronic acid::Boronic acid derivative::CHEMBL20945::m-nitophenyl boronic acid,50067887,,c1ccccc1
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,125000.0,3.9030899869919438,IC50,P62593,Beta-lactamase TEM,,"1-[2-(2,4-dichlorobenzyl)oxy-2-(2,4-dichlorophenyl)ethyl]imidazole;nitric acid::Brentan::CHEMBL91::Dactarin::Miconazole::US9138393, Miconazole Nitrate::US9144538, Miconazole Nitrate::cid_4189",31772,31589047.0,c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1
Cc1ccccc1CCB(O)O,141000.0,3.8507808873446203,Ki,P62593,Beta-lactamase TEM,,2-(2-Methylphenyl)ethyl boronic acid::CHEMBL21503,50282572,,c1ccccc1
OB(O)c1ccc(Cl)c(Cl)c1,143000.0,3.844663962534938,Ki,P62593,Beta-lactamase TEM,,"3,4-Dichlorophenyl boronic acid::3,4-dichloro benzene boronic acid::CHEMBL20776::Phenylboronic acid, 9",50282567,,c1ccccc1
OB(O)c1ccc(F)c(Cl)c1,152000.0,3.8181564120552274,Ki,P62593,Beta-lactamase TEM,,3-Chloro-4-fluorophenyl boronic acid::CHEMBL279024,50282573,,c1ccccc1
Cc1ccc(cc1N1CC(Br)(Br)C1=O)C(O)=O,160000.0,3.7958800173440754,Ki,P62593,Beta-lactamase TEM,,"3-(3,3-Dibromo-2-oxo-azetidin-1-yl)-4-methyl-benzoic acid::CHEMBL123270",50022791,3257523.0,O=C1CCN1c1ccccc1
CC(C)[C@H](NC(=O)[C@H](C)CS)B(O)O,165780.0,3.780467864699845,Ki,P62593,Beta-lactamase TEM,,CHEMBL4445648,50518903,31269398.0,
CC(C)C[C@H](NC(=O)[C@H](C)CS)B(O)O,170700.0,3.7677664788852665,Ki,P62593,Beta-lactamase TEM,,CHEMBL4469059,50518905,31269398.0,
C[C@H](CS)C(=O)N[C@H](Cc1ccc(F)cc1)B(O)O,178980.0,3.7471954962542937,Ki,P62593,Beta-lactamase TEM,,CHEMBL4545274,50518900,31269398.0,c1ccccc1
C[C@H](O)[C@H]1[C@@H]2N([C@@H](C([O-])=O)C(C)(C)S2(=O)=O)C1=O,204000.0,3.6903698325741012,IC50,P62593,Beta-lactamase TEM,,"CHEMBL175189::Sodium; (2S,5R,6R)-6-((S)-1-hydroxy-ethyl)-3,3-dimethyl-4,4,7-trioxo-4lambda*6*-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylate",50076673,10230626.0,O=C1CC2N1CCS2(=O)=O
C[C@H](CS)C(=O)N[C@@H](B(O)O)c1ccc2ccccc2c1,215720.0,3.6661095883838755,Ki,P62593,Beta-lactamase TEM,,CHEMBL4444926,50518894,31269398.0,c1ccc2ccccc2c1
CC1(C)S[C@@H]2[C@@H](CO)C(=O)N2[C@H]1C(O)=O,275000.0,3.560667306169737,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6S)-6-Hydroxymethyl-3,3-dimethyl-7-oxo-4-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::Beta-lactam compound, 1::CHEMBL277857",50140671,14980686.0,O=C1CC2SCCN12
OB(O)CCC1CCCCC1,276000.0,3.5590909179347823,Ki,P62593,Beta-lactamase TEM,,2-Cyclohexylethyl boronic acid::CHEMBL277463,50282568,,C1CCCCC1
COC1=C(N2[C@H](C1)[C@@H]([C@@H](C)O)C2=O)C([O-])=O,340000.0,3.468521082957745,IC50,P62593,Beta-lactamase TEM,,"CHEMBL27621::Potassium; (5R,6S)-6-((R)-1-hydroxy-ethyl)-3-methoxy-7-oxo-1-aza-bicyclo[3.2.0]hept-2-ene-2-carboxylate",50089777,10890171.0,O=C1CC2CC=CN12
CC\C=C/C\C=C/C\C=C/CCCCCCCc1cccc(O)c1C(O)=O,6706700.0,3.3728952016351927,IC50,P62593,Beta-lactamase TEM,,CHEMBL33995::SB-202742,50469657,8064298.0,c1ccccc1
OB(O)c1ccccc1,491000.0,3.3089185078770313,Ki,P62593,Beta-lactamase TEM,,"CHEMBL21485::PhB(OH)2::Phenyl-boronic acid::Phenylboronic acid, 22::benzeneboronic acid::phenylboranediol::phenylboronic acid",26996,,c1ccccc1
CC1(C)S[C@@H]2[C@H](CS)C(=O)N2[C@H]1C(O)=O,601000.0,3.2211255279972604,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6S)-6-Mercaptomethyl-3,3-dimethyl-7-oxo-4-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL25644",50140673,14980686.0,O=C1CC2SCCN12
CC1(C)S[C@@H]2[C@@H](CS)C(=O)N2[C@H]1C(O)=O,648000.0,3.1884249941294067,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6R)-6-Mercaptomethyl-3,3-dimethyl-7-oxo-4-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL277225",50140667,14980686.0,O=C1CC2SCCN12
COc1ccc(cc1)B(O)O,670000.0,3.1739251972991736,Ki,P62593,Beta-lactamase TEM,,"(4-methoxyphenyl)boranediol::CHEMBL21427::Phenylboronic Acid, 12",26133,,c1ccccc1
CC1(C)S[C@@H]2[C@H](CO)C(=O)N2[C@H]1C(O)=O,752000.0,3.123782159408358,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6R)-6-Hydroxymethyl-3,3-dimethyl-7-oxo-4-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::Beta-lactam compound, 2::CHEMBL25613",50140672,14980686.0,O=C1CC2SCCN12
CC1(C)S[C@@H]2[C@@H](S)C(=O)N2[C@H]1C(O)=O,988000.0,3.0052430554123717,IC50,P62593,Beta-lactamase TEM,,"(2S,5R,6S)-6-Mercapto-3,3-dimethyl-7-oxo-4-thia-1-aza-bicyclo[3.2.0]heptane-2-carboxylic acid::CHEMBL24275",50140670,14980686.0,O=C1CC2SCCN12
CCCCCCCCCCCCCCCc1cccc(OC)c1C(O)=O,2200000.0,2.657577319177794,IC50,P62593,Beta-lactamase TEM,,CHEMBL30915,50469660,,c1ccccc1
OC(=O)c1c(O)cccc1CCCCCCC\C=C/C\C=C/CC=C,2330000.0,2.632644078973981,IC50,P62593,Beta-lactamase TEM,,"2-Hydroxy-6-pentadecyl-benzoic acid::2-Pentadecyl-6-hydroxybenzoic acid::2-hydroxy-6-((8Z,11Z)-pentadeca-8,11,14-trienyl)benzoic acid::2-hydroxy-6-pentadecylbenzoic acid::6-[8(Z),11(Z),14-pentadecatrienyl]salicylic acid::6-pentadecatrienylsalicylic acid::6-pentadecylsalicylic acid::6-{8(Z),11(Z),14-pentadecatrienyl}salicylic acid::6[8'(Z ),11'(Z ),14'-pentadecatrienyl]salicylicacid::BPH-953::CHEMBL455368::anacardic acid",50292429,,c1ccccc1
Nc1cccc(c1)B(O)O,3700000.0,2.431798275933005,Ki,P62593,Beta-lactamase TEM,,"(3-aminophenyl)boronic acid, 1::3-aminophenyl boronic acid::3-aminophenylboronic acid::Aza-boronic acid derivative::Boronic acid derivative::CHEMBL20852::M-AMINOPHENYLBORONIC ACID",50067906,,c1ccccc1
CCCCCCCCCCCCCCCCCc1cccc(O)c1C(O)=O,5040000.0,2.2975694635544746,IC50,P62593,Beta-lactamase TEM,,CHEMBL30914,50469665,,c1ccccc1
CCCCCCCCCCc1cccc(O)c1,8100000.0,2.09151498112135,IC50,P62593,Beta-lactamase TEM,,3-Decyl-Phenol::CHEMBL33202,50469664,,c1ccccc1
CC(C)CCCCCCCCCCCCCc1cccc(O)c1C(O)=O,26700000.0,1.5734887386354248,IC50,P62593,Beta-lactamase TEM,,CHEMBL34277,50469656,,c1ccccc1
CCC(C)CCCCCCCCCCCCc1cccc(O)c1C(O)=O,27500000.0,1.5606673061697374,IC50,P62593,Beta-lactamase TEM,,CHEMBL34634,50469658,,c1ccccc1
CCCCCCCCCCc1cccc(O)c1C(O)=O,43100000.0,1.3655227298392685,IC50,P62593,Beta-lactamase TEM,,6-Decylsalicylic Acid::CHEMBL416038,50469667,,c1ccccc1
CCCCCCCCCCc1ccccc1C(O)=O,68600000.0,1.1636758842932482,IC50,P62593,Beta-lactamase TEM,,2-Decyl-Benzoic Acid::CHEMBL284924,50469659,,c1ccccc1
CCCCCCCCCCc1cccc(OC)c1C(O)=O,184000000.0,0.7351821769904635,IC50,P62593,Beta-lactamase TEM,,CHEMBL30870,50469661,,c1ccccc1
CCCCCCCCCCc1cccc(O)c1O,199000000.0,0.7011469235902933,IC50,P62593,Beta-lactamase TEM,,CHEMBL33019,50469663,,c1ccccc1
CCCCCCCCc1cccc(O)c1C(O)=O,207000000.0,0.6840296545430822,IC50,P62593,Beta-lactamase TEM,,6-Octylsalicylic Acid::CHEMBL33379,50469666,,c1ccccc1
CCCCCCCCCCCCCCCc1cccc(O)c1O,2147483647.0,-0.33192986538118296,IC50,P62593,Beta-lactamase TEM,,CHEBI:59111::CHEMBL8087,50469662,,c1ccccc1
